Z9513,32.076,120.975,33.8328,20200508000000
0.3,-5.554843867470191,10.447141872417967
0.6,-3.4355922853528402,17.67459008884857
0.9,-0.30525934289826784,17.488296042072633
1.2,1.7554450205976342,14.296952383010128
1.5,3.8152968620699514,11.742276341829092
1.8,5.7009760085975705,7.2969165375379585
2.1,-9999.0,-9999.0
2.4,-9999.0,-9999.0
2.7,9.692305286272665,6.786625224077939
3.0,7.250331510028666,4.890410353445348
3.4,-9999.0,-9999.0
3.7,8.15330872544586,7.087563144351407
4.0,-9999.0,-9999.0
4.3,-9999.0,-9999.0
4.6,-9999.0,-9999.0
4.9,-9999.0,-9999.0
5.2,6.980317801387389,4.3617866606740785
5.5,-9999.0,-9999.0
5.8,-9999.0,-9999.0
6.1,-9999.0,-9999.0
6.7,-9999.0,-9999.0
7.3,-9999.0,-9999.0
7.6,-9999.0,-9999.0
7.9,-9999.0,-9999.0
8.5,-9999.0,-9999.0
9.1,-9999.0,-9999.0
10.7,-9999.0,-9999.0
12.2,-9999.0,-9999.0
13.7,-9999.0,-9999.0
15.2,-9999.0,-9999.0
